Oper Day,Interval Ending,HB_BUSAVG,HB_HOUSTON,HB_HUBAVG,HB_NORTH,HB_PAN,HB_SOUTH,HB_WEST,LZ_AEN,LZ_CPS,LZ_HOUSTON,LZ_LCRA,LZ_NORTH,LZ_RAYBN,LZ_SOUTH,LZ_WEST,ts,Creation_Date,Update_Date
04/17/2024,15,25.45,27.48,29.17,17.94,-14.75,37.89,33.36,32.53,42.77,27.67,37.74,17.34,17.25,39.04,67.0,2024-04-17 00:15:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,30,20.44,20.88,21.77,18.16,-15.73,23.19,24.86,22.48,24.05,20.92,23.16,17.96,17.62,22.98,38.25,2024-04-17 00:30:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,45,19.71,19.71,21.02,17.81,-17.17,21.06,25.49,20.88,21.47,19.74,21.02,17.65,17.3,20.31,41.27,2024-04-17 00:45:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,100,17.98,17.91,19.38,15.99,-19.91,19.28,24.34,19.08,19.69,17.94,19.21,15.83,15.48,18.61,42.03,2024-04-17 01:00:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,115,16.82,16.97,18.19,14.7,-20.48,18.76,22.31,18.21,19.39,17.01,18.62,14.55,14.19,19.26,40.25,2024-04-17 01:15:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,130,15.66,15.62,17.09,13.55,-19.0,17.28,21.9,16.64,17.89,15.66,17.05,13.41,13.1,18.21,43.34,2024-04-17 01:30:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,145,14.72,14.59,16.2,12.57,-19.48,16.22,21.43,15.53,16.84,14.63,15.95,12.44,12.14,17.33,44.79,2024-04-17 01:45:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,200,13.27,13.02,14.81,11.11,-19.63,14.58,20.51,13.84,15.19,13.05,14.25,10.98,10.72,15.94,46.23,2024-04-17 02:00:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,215,13.87,13.99,15.11,11.95,-19.6,15.61,18.89,15.08,16.18,14.03,15.47,11.81,11.49,16.12,35.37,2024-04-17 02:15:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,230,13.96,14.13,15.16,12.07,-19.57,15.76,18.68,15.26,16.33,14.17,15.64,11.93,11.61,16.15,33.86,2024-04-17 02:30:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,245,13.21,13.46,14.27,11.5,-18.27,14.99,17.12,14.58,15.51,13.49,14.92,11.37,11.05,15.17,29.14,2024-04-17 02:45:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,300,12.55,12.56,13.22,11.57,-3.94,13.35,15.39,13.06,13.64,12.58,13.26,11.5,11.35,13.73,24.93,2024-04-17 03:00:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,315,12.23,12.09,12.71,11.6,3.41,12.5,14.65,12.25,12.67,12.1,12.38,11.57,11.5,13.03,23.54,2024-04-17 03:15:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,330,12.0,11.69,12.23,11.81,12.72,11.62,13.79,11.45,11.65,11.68,11.48,11.83,11.87,12.31,21.39,2024-04-17 03:30:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,345,12.19,11.85,12.49,11.92,12.79,11.85,14.33,11.66,11.89,11.85,11.71,11.93,11.97,12.47,21.76,2024-04-17 03:45:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,400,12.78,12.42,13.06,12.56,13.62,12.35,14.91,12.14,12.38,12.42,12.19,12.58,12.63,13.14,23.84,2024-04-17 04:00:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,415,12.77,12.4,13.05,12.55,13.64,12.32,14.94,12.11,12.36,12.4,12.15,12.57,12.62,13.14,24.08,2024-04-17 04:15:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,430,12.74,12.14,13.49,11.93,12.87,12.42,17.47,12.11,12.58,12.14,12.24,11.92,11.95,13.0,26.52,2024-04-17 04:30:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,445,12.48,11.53,13.98,10.73,11.41,12.38,21.28,11.93,12.76,11.55,12.18,10.69,10.67,12.56,30.1,2024-04-17 04:45:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,500,12.62,11.48,14.51,10.39,10.99,12.6,23.54,12.07,13.09,11.5,12.4,10.33,10.3,12.62,32.63,2024-04-17 05:00:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,515,12.82,11.7,14.67,10.63,11.22,12.8,23.56,12.28,13.28,11.72,12.59,10.57,10.54,12.82,32.46,2024-04-17 05:15:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,530,13.25,12.31,14.81,11.4,11.9,13.24,22.31,12.8,13.64,12.32,13.06,11.35,11.32,13.25,29.79,2024-04-17 05:30:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,545,12.88,11.9,14.51,10.97,11.48,12.87,22.28,12.41,13.29,11.92,12.68,10.92,10.89,12.89,30.04,2024-04-17 05:45:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,600,14.08,13.18,15.55,12.33,12.8,14.06,22.63,13.65,14.44,13.2,13.9,12.29,12.26,14.08,29.69,2024-04-17 06:00:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,615,20.47,19.65,21.82,18.87,19.3,20.46,28.32,20.08,20.81,19.67,20.3,18.83,18.8,20.48,34.76,2024-04-17 06:15:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,630,21.23,20.55,23.21,18.64,3.03,22.24,31.41,21.64,22.89,20.58,22.05,18.52,18.32,22.23,43.33,2024-04-17 06:30:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,645,17.47,17.21,18.93,15.43,-3.89,18.71,24.39,18.24,19.25,17.24,18.59,15.31,15.09,18.69,34.52,2024-04-17 06:45:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,700,17.2,17.27,18.11,15.8,-3.78,18.44,20.92,18.13,18.85,17.29,18.39,15.7,15.49,18.39,28.57,2024-04-17 07:00:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,715,17.29,17.45,17.75,16.52,2.64,18.17,18.85,18.0,18.41,17.46,18.15,16.45,16.3,18.15,23.43,2024-04-17 07:15:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,730,17.63,17.6,17.74,17.49,16.36,17.71,18.18,17.67,17.74,17.61,17.7,17.48,17.46,17.71,18.89,2024-04-17 07:30:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,745,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,2024-04-17 07:45:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,800,17.17,17.17,17.17,17.17,17.16,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.18,2024-04-17 08:00:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,815,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,2024-04-17 08:15:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,830,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,2024-04-17 08:30:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,845,16.47,16.47,16.47,16.47,16.47,16.47,16.47,16.47,16.47,16.47,16.47,16.47,16.47,16.47,16.47,2024-04-17 08:45:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,900,14.74,14.74,14.74,14.74,14.74,14.74,14.74,14.74,14.74,14.74,14.74,14.74,14.74,14.74,14.74,2024-04-17 09:00:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,915,16.45,16.45,16.45,16.45,16.45,16.45,16.45,16.45,16.45,16.45,16.45,16.45,16.45,16.45,16.45,2024-04-17 09:15:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,930,17.4,17.65,17.36,17.65,17.65,16.5,17.65,17.65,17.65,17.65,17.65,17.65,17.65,15.29,17.65,2024-04-17 09:30:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,945,17.91,18.22,17.86,18.22,18.22,16.75,18.22,18.22,18.22,18.21,18.22,18.22,18.22,15.14,18.22,2024-04-17 09:45:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,1000,18.17,18.32,18.15,18.32,18.32,17.61,18.32,18.32,18.32,18.31,18.32,18.32,18.32,16.79,18.32,2024-04-17 10:00:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,1015,17.6,17.63,17.54,17.9,18.01,16.56,18.07,17.89,18.22,17.62,17.93,17.91,17.9,16.06,18.18,2024-04-17 10:15:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,1030,17.45,17.32,17.32,18.14,18.46,15.19,18.65,18.1,19.11,17.3,18.24,18.16,18.15,15.04,19.0,2024-04-17 10:30:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,1045,17.09,17.0,17.01,17.53,17.74,15.62,17.87,17.51,18.16,16.99,17.6,17.55,17.54,15.41,18.09,2024-04-17 10:45:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,1100,17.02,16.99,16.99,17.21,17.3,16.41,17.35,17.2,17.47,16.97,17.23,17.21,17.21,16.21,17.44,2024-04-17 11:00:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,1115,17.74,17.74,17.74,17.74,17.74,17.74,17.74,17.74,17.74,17.73,17.74,17.74,17.74,17.59,17.74,2024-04-17 11:15:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,1130,18.19,18.19,18.19,18.19,18.19,18.19,18.19,18.19,18.19,18.18,18.19,18.19,18.19,18.12,18.19,2024-04-17 11:30:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,1145,19.18,19.18,19.18,19.18,19.18,19.18,19.18,19.18,19.18,19.17,19.18,19.18,19.18,19.1,19.18,2024-04-17 11:45:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,1200,18.42,18.42,18.42,18.42,18.42,18.42,18.42,18.42,18.42,18.41,18.42,18.42,18.42,18.35,18.42,2024-04-17 12:00:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,1215,20.13,20.13,20.13,20.13,20.13,20.13,20.13,20.13,20.13,20.12,20.13,20.13,20.13,20.05,20.13,2024-04-17 12:15:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,1230,18.36,18.36,18.36,18.36,18.36,18.36,18.36,18.36,18.36,18.35,18.36,18.36,18.36,18.29,18.36,2024-04-17 12:30:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,1245,18.53,18.53,18.53,18.53,18.53,18.53,18.53,18.53,18.53,18.52,18.53,18.53,18.53,18.45,18.53,2024-04-17 12:45:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,1300,19.32,19.32,19.32,19.32,19.32,19.32,19.32,19.32,19.32,19.31,19.32,19.32,19.32,19.21,19.32,2024-04-17 13:00:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,1315,19.24,19.24,19.24,19.24,19.24,19.24,19.24,19.24,19.24,19.23,19.24,19.24,19.24,19.11,19.24,2024-04-17 13:15:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,1330,19.15,19.16,19.17,19.12,18.76,19.19,19.23,19.18,19.2,19.15,19.19,19.12,19.11,19.09,19.37,2024-04-17 13:30:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,1345,18.58,18.65,19.02,17.86,9.64,19.35,20.23,19.18,19.59,18.66,19.33,17.79,17.69,19.25,23.53,2024-04-17 13:45:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,1400,17.74,17.88,18.55,16.44,1.71,19.15,20.72,18.83,19.58,17.9,19.11,16.32,16.14,19.03,26.72,2024-04-17 14:00:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,1415,17.48,17.67,18.54,15.75,-3.41,19.33,21.4,18.91,19.9,17.7,19.29,15.59,15.36,19.21,29.29,2024-04-17 14:15:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,1430,16.67,16.86,17.74,14.92,-4.52,18.55,20.64,18.12,19.12,16.89,18.51,14.75,14.52,18.47,28.65,2024-04-17 14:30:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,1445,16.48,16.68,17.57,14.71,-5.0,18.39,20.51,17.96,18.97,16.71,18.35,14.54,14.3,18.28,28.64,2024-04-17 14:45:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,1500,16.3,16.53,17.54,14.27,-8.21,18.47,20.9,17.98,19.13,16.56,18.44,14.09,13.81,18.35,30.2,2024-04-17 15:00:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/17/2024,1515,16.44,16.68,17.66,14.47,-7.61,18.51,20.97,18.11,19.25,16.7,18.56,14.28,14.01,18.69,30.14,2024-04-17 15:15:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/16/2024,15,8.08,7.88,9.1,7.08,-11.38,7.08,14.38,9.41,11.12,7.89,9.83,6.99,6.77,7.71,23.08,2024-04-16 00:15:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/16/2024,30,9.25,8.92,10.32,8.28,-6.56,7.99,16.09,10.38,12.09,8.92,10.79,8.2,8.02,8.66,24.32,2024-04-16 00:30:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/16/2024,45,8.29,7.57,9.79,6.86,-3.49,6.83,17.89,9.01,10.88,7.57,9.47,6.78,6.64,7.41,27.31,2024-04-16 00:45:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/16/2024,100,8.05,6.47,10.77,5.23,-0.68,6.38,24.99,8.12,10.56,6.48,8.77,5.13,5.01,7.01,40.18,2024-04-16 01:00:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/16/2024,115,8.41,7.04,10.87,5.84,-0.86,6.88,23.71,8.7,11.06,7.05,9.31,5.75,5.61,7.55,38.08,2024-04-16 01:15:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/16/2024,130,7.9,6.66,10.55,4.95,-2.06,7.03,23.58,8.74,11.44,6.68,9.53,4.86,4.64,7.75,39.04,2024-04-16 01:30:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/16/2024,145,7.67,6.89,10.22,4.55,-3.38,7.89,21.56,9.61,12.73,6.92,10.6,4.47,4.12,8.53,38.69,2024-04-16 01:45:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/16/2024,200,8.04,7.79,9.94,5.63,-4.47,8.54,17.79,10.54,13.47,7.82,11.47,5.57,5.18,9.13,32.65,2024-04-16 02:00:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/16/2024,215,7.69,7.35,9.89,4.93,-6.37,8.19,19.09,10.59,14.05,7.37,11.71,4.86,4.41,7.16,35.21,2024-04-16 02:15:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/16/2024,230,10.08,9.68,12.25,7.53,-11.33,9.77,22.02,13.3,17.14,9.7,14.53,7.45,6.93,5.03,37.25,2024-04-16 02:30:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/16/2024,245,7.5,7.26,9.19,5.6,-16.21,6.88,17.01,10.35,13.62,7.27,11.36,5.51,5.06,2.36,30.14,2024-04-16 02:45:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/16/2024,300,7.29,7.23,8.14,6.62,-17.03,5.78,12.91,9.47,11.88,7.23,10.15,6.54,6.22,1.5,21.76,2024-04-16 03:00:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/16/2024,315,6.56,6.2,8.35,4.52,-11.82,6.01,16.68,9.31,12.72,6.21,10.38,4.48,4.04,1.6,32.19,2024-04-16 03:15:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/16/2024,330,6.76,6.3,8.48,4.88,-5.67,6.01,16.73,9.29,12.62,6.32,10.33,4.84,4.46,1.67,31.27,2024-04-16 03:30:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/16/2024,345,7.03,6.6,8.23,5.94,-3.24,5.57,14.79,9.06,11.89,6.6,9.89,5.92,5.64,1.28,25.53,2024-04-16 03:45:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/16/2024,400,6.8,6.54,6.94,7.15,-2.35,4.62,9.47,7.7,9.16,6.53,8.01,7.16,7.11,3.34,11.97,2024-04-16 04:00:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/16/2024,415,6.36,6.22,6.22,7.13,-0.27,3.82,7.7,6.99,8.04,6.2,7.17,7.15,7.15,2.94,8.08,2024-04-16 04:15:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/16/2024,430,6.75,6.38,6.57,7.71,-1.63,3.59,8.61,7.39,8.8,6.36,7.67,7.75,7.75,-0.37,9.22,2024-04-16 04:30:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/16/2024,445,6.84,6.47,6.66,7.81,-1.78,3.65,8.71,7.49,8.9,6.45,7.77,7.85,7.85,-0.29,9.32,2024-04-16 04:45:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/16/2024,500,7.09,6.74,6.93,8.0,-1.93,4.13,8.84,7.69,9.0,6.72,7.95,8.03,8.03,0.25,9.41,2024-04-16 05:00:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/16/2024,515,7.53,7.19,7.37,8.41,-1.92,4.64,9.23,8.1,9.38,7.17,8.35,8.45,8.45,0.81,9.8,2024-04-16 05:15:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/16/2024,530,8.42,8.07,8.25,9.32,-1.8,5.47,10.16,9.01,10.3,8.05,9.25,9.35,9.35,1.5,10.74,2024-04-16 05:30:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/16/2024,545,8.52,8.17,8.36,9.41,-1.69,5.61,10.24,9.1,10.38,8.16,9.34,9.45,9.44,1.62,10.8,2024-04-16 05:45:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/16/2024,600,9.24,8.89,9.07,10.14,-2.04,6.28,10.98,9.83,11.13,8.87,10.07,10.18,10.18,2.29,11.55,2024-04-16 06:00:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/16/2024,615,10.16,9.96,10.03,10.86,-4.05,7.89,11.42,10.74,11.77,9.95,10.89,10.89,10.88,6.87,11.78,2024-04-16 06:15:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/16/2024,630,12.54,12.4,12.42,13.2,-4.5,10.41,13.66,13.14,14.11,12.39,13.26,13.22,13.21,10.63,13.95,2024-04-16 06:30:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/16/2024,645,15.36,15.24,15.22,16.08,-4.24,13.01,16.57,16.02,17.05,15.23,16.15,16.1,16.1,13.38,16.87,2024-04-16 06:45:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/16/2024,700,15.15,15.15,15.28,15.42,-5.0,13.35,17.22,16.3,17.59,15.14,16.51,15.4,15.29,13.93,20.31,2024-04-16 07:00:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/16/2024,715,14.92,15.08,15.33,14.7,-8.15,13.63,17.91,16.59,18.14,15.08,16.9,14.63,14.41,14.58,24.06,2024-04-16 07:15:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/16/2024,730,13.93,14.38,14.66,13.05,-16.03,13.79,17.41,15.92,17.25,14.38,16.27,12.93,12.61,15.9,26.37,2024-04-16 07:30:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/16/2024,745,14.26,14.97,15.07,13.09,-17.08,14.91,17.31,16.05,16.88,14.99,16.36,12.95,12.62,15.73,26.37,2024-04-16 07:45:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/16/2024,800,13.95,14.67,14.72,12.83,-15.96,14.57,16.83,15.66,16.39,14.68,15.95,12.69,12.39,15.31,25.46,2024-04-16 08:00:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/16/2024,815,16.3,17.04,17.53,14.49,-17.57,17.48,21.1,18.57,19.76,17.07,19.01,14.32,13.92,20.23,33.3,2024-04-16 08:15:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/16/2024,830,14.22,14.71,14.81,13.41,-11.65,14.51,16.63,15.55,16.17,14.72,15.76,13.32,13.1,17.26,23.02,2024-04-16 08:30:00,2024-04-17 14:20:26,2024-04-17 14:20:34
04/16/2024,845,13.65,14.08,14.18,12.93,-8.03,13.87,15.86,14.7,15.2,14.09,14.9,12.86,12.69,15.07,21.29,2024-04-16 08:45:00,2024-04-17 14:20:26,2024-04-17 14:20:34
